,sequence_id,case_id,prediction,target,ae,se,acc,pert_name,snr
0,0,pig4_0105878-0106878,117,112,0.0185,0.000342250000000001,1,none,1.2034951
1,1,pig4_0105878-0106878,117,111,0.0222,0.00049284,1,none,1.2034951
2,2,pig4_0105878-0106878,119,110,0.0333,0.00110889,1,none,1.2034951
3,3,pig4_0105878-0106878,119,109,0.037,0.001369,1,none,1.2034951
4,4,pig4_0105878-0106878,112,108,0.0148,0.000219039999999999,1,none,1.2034951
5,5,pig4_0105878-0106878,121,108,0.0481,0.00231361,1,none,1.2034951
6,6,pig4_0105878-0106878,110,107,0.0111,0.00012321,1,none,1.2034951
7,7,pig4_0105878-0106878,108,106,0.00740000000000002,5.47600000000003E-05,1,none,1.2034951
8,8,pig4_0105878-0106878,112,105,0.0259,0.000670809999999999,1,none,1.2034951
9,9,pig4_0105878-0106878,116,105,0.0407,0.00165649,1,none,1.2034951
10,10,pig4_0105878-0106878,113,104,0.0333,0.00110889,1,none,1.1607459
11,11,pig4_0105878-0106878,111,104,0.0259,0.000670809999999999,1,none,1.1607459
12,12,pig4_0105878-0106878,115,103,0.0444000000000001,0.00197136,1,none,1.1607459
13,13,pig4_0105878-0106878,101,103,0.00739999999999996,5.47599999999994E-05,1,none,1.1607459
14,14,pig4_0105878-0106878,104,103,0.00370000000000004,1.36900000000003E-05,1,none,1.1607459
15,15,pig4_0105878-0106878,114,103,0.0407,0.00165649,1,none,1.1607459
16,16,pig4_0105878-0106878,102,102,0,0,1,none,1.1607459
17,17,pig4_0105878-0106878,110,102,0.0296,0.000876160000000001,1,none,1.1607459
18,18,pig4_0105878-0106878,102,102,0,0,1,none,1.1607459
19,19,pig4_0105878-0106878,105,102,0.0111,0.00012321,1,none,1.1607459
20,20,pig4_0105878-0106878,119,101,0.0666,0.00443556,1,intsh,0.2915966
21,21,pig4_0105878-0106878,119,101,0.0666,0.00443556,1,intsh,0.2915966
22,22,pig4_0105878-0106878,119,101,0.0666,0.00443556,1,intsh,0.2915966
23,23,pig4_0105878-0106878,119,101,0.0666,0.00443556,1,intsh,0.2915966
24,24,pig4_0105878-0106878,119,100,0.0703,0.00494209,1,intsh,0.2915966
25,25,pig4_0105878-0106878,119,100,0.0703,0.00494209,1,intsh,0.2915966
26,26,pig4_0105878-0106878,119,100,0.0703,0.00494209,1,intsh,0.2915966
27,27,pig4_0105878-0106878,119,100,0.0703,0.00494209,1,intsh,0.2915966
28,28,pig4_0105878-0106878,121,101,0.074,0.005476,1,intsh,0.2915966
29,29,pig4_0105878-0106878,119,101,0.0666,0.00443556,1,intsh,0.2915966
30,30,pig4_0105878-0106878,99,101,0.00740000000000002,5.47600000000003E-05,1,none,1.1070286
31,31,pig4_0105878-0106878,103,101,0.00739999999999996,5.47599999999994E-05,1,none,1.1070286
32,32,pig4_0105878-0106878,102,101,0.00369999999999998,1.36899999999999E-05,1,none,1.1070286
33,33,pig4_0105878-0106878,103,101,0.00739999999999996,5.47599999999994E-05,1,none,1.1070286
34,34,pig4_0105878-0106878,102,101,0.00369999999999998,1.36899999999999E-05,1,none,1.1070286
35,35,pig4_0105878-0106878,108,101,0.0259,0.000670809999999999,1,none,1.1070286
36,36,pig4_0105878-0106878,98,101,0.0111,0.00012321,1,none,1.1070286
37,37,pig4_0105878-0106878,100,102,0.00740000000000002,5.47600000000003E-05,1,none,1.1070286
38,38,pig4_0105878-0106878,98,102,0.0148,0.000219039999999999,1,none,1.1070286
39,39,pig4_0105878-0106878,104,102,0.00740000000000002,5.47600000000003E-05,1,none,1.1070286
40,40,pig4_0105878-0106878,107,102,0.0185,0.000342250000000001,1,smooth,1.5254384
41,41,pig4_0105878-0106878,110,102,0.0296,0.000876160000000001,1,smooth,1.5254384
42,42,pig4_0105878-0106878,109,102,0.0259,0.000670809999999999,1,smooth,1.5254384
43,43,pig4_0105878-0106878,108,102,0.0222,0.00049284,1,smooth,1.5254384
44,44,pig4_0105878-0106878,107,102,0.0185,0.000342250000000001,1,smooth,1.5254384
45,45,pig4_0105878-0106878,115,102,0.0481,0.00231361,1,smooth,1.5254384
46,46,pig4_0105878-0106878,112,103,0.0333,0.00110889,1,smooth,1.5254384
47,47,pig4_0105878-0106878,112,103,0.0333,0.00110889,1,smooth,1.5254384
48,48,pig4_0105878-0106878,113,103,0.037,0.001369,1,smooth,1.5254384
49,49,pig4_0105878-0106878,109,103,0.0222,0.00049284,1,smooth,1.5254384
50,50,pig4_0105878-0106878,108,103,0.0185,0.000342250000000001,1,none,1.0946922
51,51,pig4_0105878-0106878,106,103,0.0111,0.00012321,1,none,1.0946922
52,52,pig4_0105878-0106878,106,103,0.0111,0.00012321,1,none,1.0946922
53,53,pig4_0105878-0106878,106,104,0.00739999999999996,5.47599999999994E-05,1,none,1.0946922
54,54,pig4_0105878-0106878,102,104,0.00740000000000002,5.47600000000003E-05,1,none,1.0946922
55,55,pig4_0105878-0106878,106,104,0.00739999999999996,5.47599999999994E-05,1,none,1.0946922
56,56,pig4_0105878-0106878,103,104,0.00370000000000004,1.36900000000003E-05,1,none,1.0946922
57,57,pig4_0105878-0106878,101,104,0.0111,0.00012321,1,none,1.0946922
58,58,pig4_0105878-0106878,105,104,0.00369999999999998,1.36899999999999E-05,1,none,1.0946922
59,59,pig4_0105878-0106878,109,105,0.0148,0.000219039999999999,1,none,1.0946922
60,60,pig4_0105878-0106878,101,105,0.0148,0.000219039999999999,1,stripe,1.0026175
61,61,pig4_0105878-0106878,105,105,0,0,1,stripe,1.0026175
62,62,pig4_0105878-0106878,105,105,0,0,1,stripe,1.0026175
63,63,pig4_0105878-0106878,104,105,0.00369999999999998,1.36899999999999E-05,1,stripe,1.0026175
64,64,pig4_0105878-0106878,109,105,0.0148,0.000219039999999999,1,stripe,1.0026175
65,65,pig4_0105878-0106878,,106,2.0979,4.40118441,0,stripe,1.0026175
66,66,pig4_0105878-0106878,106,106,0,0,1,stripe,1.0026175
67,67,pig4_0105878-0106878,101,106,0.0185,0.000342249999999999,1,stripe,1.0026175
68,68,pig4_0105878-0106878,106,106,0,0,1,stripe,1.0026175
69,69,pig4_0105878-0106878,105,106,0.00369999999999998,1.36899999999999E-05,1,stripe,1.0026175
70,70,pig4_0105878-0106878,102,107,0.0185,0.000342250000000001,1,rect,0.9405809
71,71,pig4_0105878-0106878,107,107,0,0,1,rect,0.9405809
72,72,pig4_0105878-0106878,105,107,0.00740000000000002,5.47600000000003E-05,1,rect,0.9405809
73,73,pig4_0105878-0106878,98,107,0.0333,0.00110889,1,rect,0.9405809
74,74,pig4_0105878-0106878,107,107,0,0,1,rect,0.9405809
75,75,pig4_0105878-0106878,107,107,0,0,1,rect,0.9405809
76,76,pig4_0105878-0106878,100,107,0.0259,0.000670810000000002,1,rect,0.9405809
77,77,pig4_0105878-0106878,107,106,0.00370000000000004,1.36900000000003E-05,1,rect,0.9405809
78,78,pig4_0105878-0106878,104,106,0.00739999999999996,5.47599999999994E-05,1,rect,0.9405809
79,79,pig4_0105878-0106878,104,106,0.00739999999999996,5.47599999999994E-05,1,rect,0.9405809
