,sequence_id,case_id,prediction,target,ae,se,acc,pert_name,maha_score,estimation_score,maha_img_score,supervised_score,glow_score
0,0,pig4_0105878-0106878,,0.0,2.4901,6.20059801,0.0,zoom,211.33609,0.2633578,42.0820794112831,0.054628022,1.0564543
1,1,pig4_0105878-0106878,,0.0,2.4901,6.20059801,0.0,zoom,211.33609,0.22184096,35.93568553897358,0.054628022,1.0564543
2,2,pig4_0105878-0106878,,0.0,2.4901,6.20059801,0.0,zoom,211.33609,0.2962563,42.12245863501338,0.054628022,1.0564543
3,3,pig4_0105878-0106878,4.0,0.0,0.0148,0.00021904000000000002,1.0,zoom,211.33609,0.32879645,40.806041349488886,0.054628022,1.0564543
4,4,pig4_0105878-0106878,4.0,0.0,0.0148,0.00021904000000000002,1.0,zoom,211.33609,0.35005552,40.77867510809515,0.054628022,1.0564543
5,5,pig4_0105878-0106878,6.0,0.0,0.0222,0.00049284,1.0,zoom,211.33609,0.36373782,38.748439572669035,0.054628022,1.0564543
6,6,pig4_0105878-0106878,,0.0,2.4901,6.20059801,0.0,zoom,211.33609,0.2230312,39.31877880164492,0.054628022,1.0564543
7,7,pig4_0105878-0106878,,0.0,2.4901,6.20059801,0.0,zoom,211.33609,0.26702917,40.16963723651615,0.054628022,1.0564543
8,8,pig4_0105878-0106878,,0.0,2.4901,6.20059801,0.0,zoom,211.33609,0.06883897,39.81857508580637,0.054628022,1.0564543
9,9,pig4_0105878-0106878,,0.0,2.4901,6.20059801,0.0,zoom,211.33609,0.04922517,39.50208163002327,0.054628022,1.0564543
10,10,pig4_0105878-0106878,113.0,104.0,0.033299999999999996,0.0011088899999999997,1.0,none,155.40764,0.87774694,32.20063968700948,0.16586266,0.9453794
11,11,pig4_0105878-0106878,111.0,104.0,0.02589999999999998,0.0006708099999999989,1.0,none,155.40764,0.8437313,32.5889752361477,0.16586266,0.9453794
12,12,pig4_0105878-0106878,115.0,103.0,0.04440000000000005,0.0019713600000000045,1.0,none,155.40764,0.85297275,30.58185457660747,0.16586266,0.9453794
13,13,pig4_0105878-0106878,101.0,103.0,0.007399999999999962,5.475999999999944e-05,1.0,none,155.40764,0.67864037,32.293825825389135,0.16586266,0.9453794
14,14,pig4_0105878-0106878,104.0,103.0,0.0037000000000000366,1.369000000000027e-05,1.0,none,155.40764,0.7467242,31.354243267845995,0.16586266,0.9453794
15,15,pig4_0105878-0106878,114.0,103.0,0.040700000000000014,0.0016564900000000011,1.0,none,155.40764,0.84759384,31.997301871676527,0.16586266,0.9453794
16,16,pig4_0105878-0106878,102.0,102.0,0.0,0.0,1.0,none,155.40764,0.8096155,33.23472467482922,0.16586266,0.9453794
17,17,pig4_0105878-0106878,110.0,102.0,0.029600000000000015,0.0008761600000000009,1.0,none,155.40764,0.73610854,31.812598754745764,0.16586266,0.9453794
18,18,pig4_0105878-0106878,102.0,102.0,0.0,0.0,1.0,none,155.40764,0.82784307,33.12036608583932,0.16586266,0.9453794
19,19,pig4_0105878-0106878,105.0,102.0,0.011099999999999999,0.00012320999999999998,1.0,none,155.40764,0.8359595,32.097860797763815,0.16586266,0.9453794
20,20,pig4_0105878-0106878,100.0,101.0,0.0037000000000000366,1.369000000000027e-05,1.0,shift,347.73578,0.87441295,33.42508418810542,0.9987857,1.0683686
21,21,pig4_0105878-0106878,115.0,101.0,0.05180000000000001,0.0026832400000000012,1.0,shift,347.73578,0.7372399,33.54431119011637,0.9987857,1.0683686
22,22,pig4_0105878-0106878,207.0,192.0,0.055499999999999994,0.0030802499999999992,1.0,shift,347.73578,0.8470528,32.86701066362812,0.9987857,1.0683686
23,23,pig4_0105878-0106878,199.0,192.0,0.025900000000000034,0.0006708100000000017,1.0,shift,347.73578,0.6761207,31.668306249146127,0.9987857,1.0683686
24,24,pig4_0105878-0106878,191.0,191.0,0.0,0.0,1.0,shift,347.73578,0.7933943,32.90379941043377,0.9987857,1.0683686
25,25,pig4_0105878-0106878,199.0,191.0,0.02960000000000007,0.0008761600000000042,1.0,shift,347.73578,0.830399,31.331688889923395,0.9987857,1.0683686
26,26,pig4_0105878-0106878,202.0,191.0,0.04070000000000007,0.0016564900000000057,1.0,shift,347.73578,0.78210974,33.70864842643535,0.9987857,1.0683686
27,27,pig4_0105878-0106878,201.0,191.0,0.03700000000000003,0.0013690000000000024,1.0,shift,347.73578,0.86519843,32.930653092959005,0.9987857,1.0683686
28,28,pig4_0105878-0106878,191.0,192.0,0.0037000000000000366,1.369000000000027e-05,1.0,shift,347.73578,0.94513756,32.59687565963651,0.9987857,1.0683686
29,29,pig4_0105878-0106878,186.0,192.0,0.022199999999999998,0.0004928399999999999,1.0,shift,347.73578,0.89067566,30.97192977079483,0.9987857,1.0683686
30,30,pig4_0105878-0106878,99.0,101.0,0.007400000000000018,5.476000000000026e-05,1.0,rect,308.89862,0.9242371,32.48068933837529,0.34417242,0.9814623
31,31,pig4_0105878-0106878,103.0,101.0,0.007399999999999962,5.475999999999944e-05,1.0,rect,308.89862,0.8448541,31.73207575021449,0.34417242,0.9814623
32,32,pig4_0105878-0106878,102.0,101.0,0.003699999999999981,1.368999999999986e-05,1.0,rect,308.89862,0.71181583,32.127158904737136,0.34417242,0.9814623
33,33,pig4_0105878-0106878,99.0,101.0,0.007400000000000018,5.476000000000026e-05,1.0,rect,308.89862,0.9142937,32.156986662094184,0.34417242,0.9814623
34,34,pig4_0105878-0106878,100.0,101.0,0.0037000000000000366,1.369000000000027e-05,1.0,rect,308.89862,0.96776646,32.1555515140554,0.34417242,0.9814623
35,35,pig4_0105878-0106878,101.0,101.0,0.0,0.0,1.0,rect,308.89862,0.9493032,32.299877499928904,0.34417242,0.9814623
36,36,pig4_0105878-0106878,100.0,101.0,0.0037000000000000366,1.369000000000027e-05,1.0,rect,308.89862,0.93345124,31.937432899874477,0.34417242,0.9814623
37,37,pig4_0105878-0106878,100.0,102.0,0.007400000000000018,5.476000000000026e-05,1.0,rect,308.89862,0.9628702,33.2510947959027,0.34417242,0.9814623
38,38,pig4_0105878-0106878,98.0,102.0,0.01479999999999998,0.0002190399999999994,1.0,rect,308.89862,0.849017,31.886306087882375,0.34417242,0.9814623
39,39,pig4_0105878-0106878,104.0,102.0,0.007400000000000018,5.476000000000026e-05,1.0,rect,308.89862,0.8261782,33.35245324795524,0.34417242,0.9814623
40,40,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.7177,0.0036847892,76.35228396235851,0.99941206,2.0145197
41,41,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.7177,0.026449792,73.79492229701182,0.99941206,2.0145197
42,42,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.7177,0.0036847892,71.8242234185032,0.99941206,2.0145197
43,43,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.7177,0.027790884,72.28916321923751,0.99941206,2.0145197
44,44,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.7177,0.030078921,74.7198503118948,0.99941206,2.0145197
45,45,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.7177,0.11127565,75.54125157332089,0.99941206,2.0145197
46,46,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.7177,0.012343943,75.63749568964354,0.99941206,2.0145197
47,47,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.7177,0.17407466,77.7956124272337,0.99941206,2.0145197
48,48,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.7177,0.17781538,74.26652819107505,0.99941206,2.0145197
49,49,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.7177,0.21046345,73.47521696319093,0.99941206,2.0145197
50,50,pig4_0105878-0106878,108.0,103.0,0.018500000000000016,0.0003422500000000006,1.0,shift,381.95526,0.746966,35.08097426380918,0.99967134,1.167012
51,51,pig4_0105878-0106878,106.0,103.0,0.011099999999999999,0.00012320999999999998,1.0,shift,381.95526,0.9212416,32.0340614359233,0.99967134,1.167012
