,sequence_id,case_id,prediction,target,ae,se,acc,pert_name,maha_score,estimation_score,maha_img_score,supervised_score,glow_score
0,0,pig4_0105878-0106878,117.0,112.0,0.018500000000000016,0.0003422500000000006,1.0,none,170.62576,0.80739915,32.30781570330992,0.13021713,0.94512606
1,1,pig4_0105878-0106878,117.0,111.0,0.022199999999999998,0.0004928399999999999,1.0,none,170.62576,0.88139725,30.239625307485397,0.13021713,0.94512606
2,2,pig4_0105878-0106878,119.0,110.0,0.033299999999999996,0.0011088899999999997,1.0,none,170.62576,0.73186827,32.008107217705714,0.13021713,0.94512606
3,3,pig4_0105878-0106878,119.0,109.0,0.03700000000000003,0.0013690000000000024,1.0,none,170.62576,0.8330515,32.1650442304916,0.13021713,0.94512606
4,4,pig4_0105878-0106878,112.0,108.0,0.01479999999999998,0.0002190399999999994,1.0,none,170.62576,0.8169962,30.294100793310374,0.13021713,0.94512606
5,5,pig4_0105878-0106878,121.0,108.0,0.04810000000000003,0.002313610000000003,1.0,none,170.62576,0.8342675,30.548206640774197,0.13021713,0.94512606
6,6,pig4_0105878-0106878,110.0,107.0,0.011099999999999999,0.00012320999999999998,1.0,none,170.62576,0.7931874,30.70816097741024,0.13021713,0.94512606
7,7,pig4_0105878-0106878,108.0,106.0,0.007400000000000018,5.476000000000026e-05,1.0,none,170.62576,0.88060105,31.929015684705682,0.13021713,0.94512606
8,8,pig4_0105878-0106878,112.0,105.0,0.02589999999999998,0.0006708099999999989,1.0,none,170.62576,0.7871142,31.596013780344133,0.13021713,0.94512606
9,9,pig4_0105878-0106878,116.0,105.0,0.040700000000000014,0.0016564900000000011,1.0,none,170.62576,0.79286075,30.8060502720402,0.13021713,0.94512606
10,10,pig4_0105878-0106878,113.0,104.0,0.033299999999999996,0.0011088899999999997,1.0,shift,231.67627,0.87774694,32.20063968700948,0.86596453,0.9748385
11,11,pig4_0105878-0106878,111.0,104.0,0.02589999999999998,0.0006708099999999989,1.0,shift,231.67627,0.8437313,32.5889752361477,0.86596453,0.9748385
12,12,pig4_0105878-0106878,115.0,103.0,0.04440000000000005,0.0019713600000000045,1.0,shift,231.67627,0.85297275,30.58185457660747,0.86596453,0.9748385
13,13,pig4_0105878-0106878,101.0,103.0,0.007399999999999962,5.475999999999944e-05,1.0,shift,231.67627,0.67864037,32.293825825389135,0.86596453,0.9748385
14,14,pig4_0105878-0106878,104.0,103.0,0.0037000000000000366,1.369000000000027e-05,1.0,shift,231.67627,0.7467242,31.354243267845995,0.86596453,0.9748385
15,15,pig4_0105878-0106878,143.0,134.0,0.033299999999999996,0.0011088899999999997,1.0,shift,231.67627,0.8120892,30.406986756738632,0.86596453,0.9748385
16,16,pig4_0105878-0106878,133.0,133.0,0.0,0.0,1.0,shift,231.67627,0.8201883,33.384508352520285,0.86596453,0.9748385
17,17,pig4_0105878-0106878,135.0,133.0,0.007399999999999962,5.475999999999944e-05,1.0,shift,231.67627,0.72631824,31.05526665068978,0.86596453,0.9748385
18,18,pig4_0105878-0106878,133.0,133.0,0.0,0.0,1.0,shift,231.67627,0.8070095,31.817686794110486,0.86596453,0.9748385
19,19,pig4_0105878-0106878,136.0,133.0,0.011099999999999943,0.00012320999999999873,1.0,shift,231.67627,0.8344526,30.811922175132317,0.86596453,0.9748385
20,20,pig4_0105878-0106878,100.0,101.0,0.0037000000000000366,1.369000000000027e-05,1.0,none,175.39313,0.87441295,33.42508418810542,0.03839211,0.9592847
21,21,pig4_0105878-0106878,115.0,101.0,0.05180000000000001,0.0026832400000000012,1.0,none,175.39313,0.7372399,33.54431119011637,0.03839211,0.9592847
22,22,pig4_0105878-0106878,116.0,101.0,0.055499999999999994,0.0030802499999999992,1.0,none,175.39313,0.7398951,32.978845417435025,0.03839211,0.9592847
23,23,pig4_0105878-0106878,107.0,101.0,0.022199999999999998,0.0004928399999999999,1.0,none,175.39313,0.7091002,32.37685717454214,0.03839211,0.9592847
24,24,pig4_0105878-0106878,101.0,100.0,0.0037000000000000366,1.369000000000027e-05,1.0,none,175.39313,0.82686484,32.50019002410759,0.03839211,0.9592847
25,25,pig4_0105878-0106878,105.0,100.0,0.018500000000000016,0.0003422500000000006,1.0,none,175.39313,0.80042756,30.863466310034724,0.03839211,0.9592847
26,26,pig4_0105878-0106878,108.0,100.0,0.029600000000000015,0.0008761600000000009,1.0,none,175.39313,0.7598136,33.35235107210279,0.03839211,0.9592847
27,27,pig4_0105878-0106878,106.0,100.0,0.022199999999999998,0.0004928399999999999,1.0,none,175.39313,0.819886,32.42047761202505,0.03839211,0.9592847
28,28,pig4_0105878-0106878,99.0,101.0,0.007400000000000018,5.476000000000026e-05,1.0,none,175.39313,0.98326224,32.08672637991987,0.03839211,0.9592847
29,29,pig4_0105878-0106878,95.0,101.0,0.022199999999999998,0.0004928399999999999,1.0,none,175.39313,0.8875501,31.001516351820335,0.03839211,0.9592847
30,30,pig4_0105878-0106878,99.0,101.0,0.007400000000000018,5.476000000000026e-05,1.0,none,178.2337,0.9242371,32.48068933837529,0.0056420024,0.9570679
31,31,pig4_0105878-0106878,103.0,101.0,0.007399999999999962,5.475999999999944e-05,1.0,none,178.2337,0.8448541,31.73207575021449,0.0056420024,0.9570679
32,32,pig4_0105878-0106878,102.0,101.0,0.003699999999999981,1.368999999999986e-05,1.0,none,178.2337,0.71181583,32.127158904737136,0.0056420024,0.9570679
33,33,pig4_0105878-0106878,103.0,101.0,0.007399999999999962,5.475999999999944e-05,1.0,none,178.2337,0.76184976,32.41803460076138,0.0056420024,0.9570679
34,34,pig4_0105878-0106878,102.0,101.0,0.003699999999999981,1.368999999999986e-05,1.0,none,178.2337,0.8712859,32.353255411660925,0.0056420024,0.9570679
35,35,pig4_0105878-0106878,108.0,101.0,0.02589999999999998,0.0006708099999999989,1.0,none,178.2337,0.8246437,32.55916599410401,0.0056420024,0.9570679
36,36,pig4_0105878-0106878,98.0,101.0,0.011099999999999999,0.00012320999999999998,1.0,none,178.2337,0.9240869,33.1080052476408,0.0056420024,0.9570679
37,37,pig4_0105878-0106878,100.0,102.0,0.007400000000000018,5.476000000000026e-05,1.0,none,178.2337,0.9259099,34.821168815481066,0.0056420024,0.9570679
38,38,pig4_0105878-0106878,98.0,102.0,0.01479999999999998,0.0002190399999999994,1.0,none,178.2337,0.85402024,33.543989626463855,0.0056420024,0.9570679
39,39,pig4_0105878-0106878,104.0,102.0,0.007400000000000018,5.476000000000026e-05,1.0,none,178.2337,0.8261782,33.35245324795524,0.0056420024,0.9570679
40,40,pig4_0105878-0106878,98.0,102.0,0.01479999999999998,0.0002190399999999994,1.0,none,163.57954,0.83872324,34.33626131478277,0.29775438,0.96288675
41,41,pig4_0105878-0106878,101.0,102.0,0.003699999999999981,1.368999999999986e-05,1.0,none,163.57954,0.8271889,34.42838475259694,0.29775438,0.96288675
42,42,pig4_0105878-0106878,104.0,102.0,0.007400000000000018,5.476000000000026e-05,1.0,none,163.57954,0.76885986,32.75788859307013,0.29775438,0.96288675
43,43,pig4_0105878-0106878,103.0,102.0,0.003699999999999981,1.368999999999986e-05,1.0,none,163.57954,0.8059293,32.584935776225386,0.29775438,0.96288675
44,44,pig4_0105878-0106878,105.0,102.0,0.011099999999999999,0.00012320999999999998,1.0,none,163.57954,0.8926436,34.470915006090934,0.29775438,0.96288675
45,45,pig4_0105878-0106878,114.0,102.0,0.044399999999999995,0.0019713599999999997,1.0,none,163.57954,0.852661,32.70915919284822,0.29775438,0.96288675
46,46,pig4_0105878-0106878,102.0,103.0,0.003699999999999981,1.368999999999986e-05,1.0,none,163.57954,0.8808252,34.48477990058216,0.29775438,0.96288675
47,47,pig4_0105878-0106878,102.0,103.0,0.003699999999999981,1.368999999999986e-05,1.0,none,163.57954,0.6739679,33.382594597670725,0.29775438,0.96288675
48,48,pig4_0105878-0106878,113.0,103.0,0.03700000000000003,0.0013690000000000024,1.0,none,163.57954,0.9277716,33.07044832294904,0.29775438,0.96288675
49,49,pig4_0105878-0106878,104.0,103.0,0.0037000000000000366,1.369000000000027e-05,1.0,none,163.57954,0.83337325,33.9415991687189,0.29775438,0.96288675
50,50,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,contr,390.4984,0.00901528,99.98343680883043,0.9975146,2.2629058
51,51,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,contr,390.4984,0.06832358,94.25608151842891,0.9975146,2.2629058
52,52,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,contr,390.4984,0.12959124,95.7008798857833,0.9975146,2.2629058
53,53,pig4_0105878-0106878,,104.0,2.1052999999999997,4.432288089999999,0.0,contr,390.4984,0.004564284,100.53088078274644,0.9975146,2.2629058
54,54,pig4_0105878-0106878,,104.0,2.1052999999999997,4.432288089999999,0.0,contr,390.4984,0.025317725,91.19118379376202,0.9975146,2.2629058
55,55,pig4_0105878-0106878,,104.0,2.1052999999999997,4.432288089999999,0.0,contr,390.4984,0.09014443,95.8196914012617,0.9975146,2.2629058
56,56,pig4_0105878-0106878,,104.0,2.1052999999999997,4.432288089999999,0.0,contr,390.4984,0.0036847892,96.88099784743568,0.9975146,2.2629058
57,57,pig4_0105878-0106878,,104.0,2.1052999999999997,4.432288089999999,0.0,contr,390.4984,0.22740379,93.27369404674438,0.9975146,2.2629058
58,58,pig4_0105878-0106878,,104.0,2.1052999999999997,4.432288089999999,0.0,contr,390.4984,0.034303546,102.32948834460836,0.9975146,2.2629058
59,59,pig4_0105878-0106878,,105.0,2.1016,4.416722559999999,0.0,contr,390.4984,0.087062925,93.77183331803015,0.9975146,2.2629058
60,60,pig4_0105878-0106878,101.0,105.0,0.01479999999999998,0.0002190399999999994,1.0,none,148.84084,0.8443342,32.67822692641961,0.24262688,0.9636149
61,61,pig4_0105878-0106878,105.0,105.0,0.0,0.0,1.0,none,148.84084,0.7842104,33.02667526202644,0.24262688,0.9636149
62,62,pig4_0105878-0106878,105.0,105.0,0.0,0.0,1.0,none,148.84084,0.9397607,33.073547224262555,0.24262688,0.9636149
63,63,pig4_0105878-0106878,104.0,105.0,0.003699999999999981,1.368999999999986e-05,1.0,none,148.84084,0.854724,33.595561255226094,0.24262688,0.9636149
64,64,pig4_0105878-0106878,109.0,105.0,0.01479999999999998,0.0002190399999999994,1.0,none,148.84084,0.91767013,34.44638396610334,0.24262688,0.9636149
65,65,pig4_0105878-0106878,111.0,106.0,0.018500000000000016,0.0003422500000000006,1.0,none,148.84084,0.96975434,31.82848924494252,0.24262688,0.9636149
66,66,pig4_0105878-0106878,106.0,106.0,0.0,0.0,1.0,none,148.84084,0.87239796,32.047132048899165,0.24262688,0.9636149
67,67,pig4_0105878-0106878,101.0,106.0,0.01849999999999996,0.00034224999999999853,1.0,none,148.84084,0.9171797,33.46105758639933,0.24262688,0.9636149
68,68,pig4_0105878-0106878,106.0,106.0,0.0,0.0,1.0,none,148.84084,0.94472075,33.15825823935981,0.24262688,0.9636149
69,69,pig4_0105878-0106878,105.0,106.0,0.003699999999999981,1.368999999999986e-05,1.0,none,148.84084,0.9552079,33.51944911011323,0.24262688,0.9636149
70,70,pig4_0105878-0106878,102.0,107.0,0.018500000000000016,0.0003422500000000006,1.0,none,151.07426,0.8921343,33.61417767946007,0.10606071,0.9681812
71,71,pig4_0105878-0106878,107.0,107.0,0.0,0.0,1.0,none,151.07426,0.87640077,33.1064276060981,0.10606071,0.9681812
72,72,pig4_0105878-0106878,105.0,107.0,0.007400000000000018,5.476000000000026e-05,1.0,none,151.07426,0.8004912,34.43804247010634,0.10606071,0.9681812
73,73,pig4_0105878-0106878,98.0,107.0,0.033299999999999996,0.0011088899999999997,1.0,none,151.07426,0.90500957,34.06541407706665,0.10606071,0.9681812
74,74,pig4_0105878-0106878,107.0,107.0,0.0,0.0,1.0,none,151.07426,0.893393,33.17690268996764,0.10606071,0.9681812
75,75,pig4_0105878-0106878,107.0,107.0,0.0,0.0,1.0,none,151.07426,0.8787865,33.52765490647511,0.10606071,0.9681812
76,76,pig4_0105878-0106878,100.0,107.0,0.025900000000000034,0.0006708100000000017,1.0,none,151.07426,0.81218547,35.03598521760118,0.10606071,0.9681812
77,77,pig4_0105878-0106878,107.0,106.0,0.0037000000000000366,1.369000000000027e-05,1.0,none,151.07426,0.8910946,34.39231089166984,0.10606071,0.9681812
78,78,pig4_0105878-0106878,104.0,106.0,0.007399999999999962,5.475999999999944e-05,1.0,none,151.07426,0.8794429,33.68484805163902,0.10606071,0.9681812
79,79,pig4_0105878-0106878,104.0,106.0,0.007399999999999962,5.475999999999944e-05,1.0,none,151.07426,0.83134747,34.69748741854545,0.10606071,0.9681812
80,80,pig4_0105878-0106878,103.0,106.0,0.011099999999999999,0.00012320999999999998,1.0,none,172.97824,0.8501756,34.853822224573236,0.153239,0.96450865
81,81,pig4_0105878-0106878,104.0,106.0,0.007399999999999962,5.475999999999944e-05,1.0,none,172.97824,0.8620461,34.11309964983764,0.153239,0.96450865
82,82,pig4_0105878-0106878,102.0,105.0,0.011099999999999999,0.00012320999999999998,1.0,none,172.97824,0.8974606,32.45399171475919,0.153239,0.96450865
83,83,pig4_0105878-0106878,100.0,105.0,0.018500000000000016,0.0003422500000000006,1.0,none,172.97824,0.91338456,33.961634460812824,0.153239,0.96450865
84,84,pig4_0105878-0106878,106.0,105.0,0.003699999999999981,1.368999999999986e-05,1.0,none,172.97824,0.8373958,34.599713053928404,0.153239,0.96450865
85,85,pig4_0105878-0106878,103.0,105.0,0.007400000000000018,5.476000000000026e-05,1.0,none,172.97824,0.8621677,34.01458917100585,0.153239,0.96450865
86,86,pig4_0105878-0106878,108.0,105.0,0.011099999999999999,0.00012320999999999998,1.0,none,172.97824,0.97915894,35.73229837188841,0.153239,0.96450865
87,87,pig4_0105878-0106878,101.0,104.0,0.011099999999999999,0.00012320999999999998,1.0,none,172.97824,0.9166289,33.209016210628775,0.153239,0.96450865
88,88,pig4_0105878-0106878,103.0,104.0,0.0037000000000000366,1.369000000000027e-05,1.0,none,172.97824,0.8806432,35.54062029209671,0.153239,0.96450865
89,89,pig4_0105878-0106878,106.0,104.0,0.007399999999999962,5.475999999999944e-05,1.0,none,172.97824,0.855178,35.9476446726128,0.153239,0.96450865
90,90,pig4_0105878-0106878,,104.0,2.1052999999999997,4.432288089999999,0.0,noise,327.8686,0.0036847892,72.50751408074132,0.9989724,1.9998332
91,91,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.8686,0.08143401,76.45508338238511,0.9989724,1.9998332
92,92,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.8686,0.0036847892,72.43460439089985,0.9989724,1.9998332
93,93,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.8686,0.02692061,74.88901032037175,0.9989724,1.9998332
94,94,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.8686,0.0071960427,71.28728616694744,0.9989724,1.9998332
95,95,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,noise,327.8686,0.008641496,70.9557607002601,0.9989724,1.9998332
96,96,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.8686,0.029741736,70.52324609079169,0.9989724,1.9998332
97,97,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.8686,0.22425528,69.04106367143332,0.9989724,1.9998332
98,98,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.8686,0.12676506,78.24000197812322,0.9989724,1.9998332
99,99,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,noise,327.8686,0.11333249,71.5958073555131,0.9989724,1.9998332
100,100,pig4_0105878-0106878,102.0,102.0,0.0,0.0,1.0,none,175.54443,0.932319,33.833133844799946,0.0909713,0.9587398
101,101,pig4_0105878-0106878,101.0,102.0,0.003699999999999981,1.368999999999986e-05,1.0,none,175.54443,0.7820359,35.97273181859381,0.0909713,0.9587398
102,102,pig4_0105878-0106878,99.0,101.0,0.007400000000000018,5.476000000000026e-05,1.0,none,175.54443,0.9466127,35.1523030687422,0.0909713,0.9587398
103,103,pig4_0105878-0106878,99.0,101.0,0.007400000000000018,5.476000000000026e-05,1.0,none,175.54443,0.9174768,35.11266319299883,0.0909713,0.9587398
104,104,pig4_0105878-0106878,99.0,101.0,0.007400000000000018,5.476000000000026e-05,1.0,none,175.54443,0.9363743,34.14321093994551,0.0909713,0.9587398
105,105,pig4_0105878-0106878,98.0,101.0,0.011099999999999999,0.00012320999999999998,1.0,none,175.54443,0.9351856,36.3686293179195,0.0909713,0.9587398
106,106,pig4_0105878-0106878,102.0,101.0,0.003699999999999981,1.368999999999986e-05,1.0,none,175.54443,0.9376214,34.32105094288546,0.0909713,0.9587398
107,107,pig4_0105878-0106878,107.0,100.0,0.025900000000000034,0.0006708100000000017,1.0,none,175.54443,0.92471325,32.690872410177946,0.0909713,0.9587398
108,108,pig4_0105878-0106878,101.0,100.0,0.0037000000000000366,1.369000000000027e-05,1.0,none,175.54443,0.87390083,34.298885367721645,0.0909713,0.9587398
109,109,pig4_0105878-0106878,102.0,100.0,0.007400000000000018,5.476000000000026e-05,1.0,none,175.54443,0.8158271,33.55175887727403,0.0909713,0.9587398
110,110,pig4_0105878-0106878,102.0,100.0,0.007400000000000018,5.476000000000026e-05,1.0,none,151.52438,0.79203475,33.52974738455334,0.35470933,0.9694396
111,111,pig4_0105878-0106878,100.0,100.0,0.0,0.0,1.0,none,151.52438,0.8330044,35.76024524780179,0.35470933,0.9694396
112,112,pig4_0105878-0106878,107.0,100.0,0.025900000000000034,0.0006708100000000017,1.0,none,151.52438,0.9582388,35.13810979089266,0.35470933,0.9694396
113,113,pig4_0105878-0106878,103.0,99.0,0.01479999999999998,0.0002190399999999994,1.0,none,151.52438,0.8182216,33.22988701221378,0.35470933,0.9694396
114,114,pig4_0105878-0106878,92.0,99.0,0.02589999999999998,0.0006708099999999989,1.0,none,151.52438,0.7300707,33.85085832745167,0.35470933,0.9694396
115,115,pig4_0105878-0106878,104.0,99.0,0.018500000000000016,0.0003422500000000006,1.0,none,151.52438,0.88602877,34.74273319792938,0.35470933,0.9694396
116,116,pig4_0105878-0106878,107.0,99.0,0.029600000000000015,0.0008761600000000009,1.0,none,151.52438,0.9146591,32.24760631585176,0.35470933,0.9694396
117,117,pig4_0105878-0106878,103.0,99.0,0.01479999999999998,0.0002190399999999994,1.0,none,151.52438,0.8642426,32.87008667389536,0.35470933,0.9694396
118,118,pig4_0105878-0106878,103.0,98.0,0.01849999999999996,0.00034224999999999853,1.0,none,151.52438,0.8614371,34.7471200107687,0.35470933,0.9694396
119,119,pig4_0105878-0106878,98.0,98.0,0.0,0.0,1.0,none,151.52438,0.91965306,34.60150987274367,0.35470933,0.9694396
120,120,pig4_0105878-0106878,100.0,98.0,0.007399999999999962,5.475999999999944e-05,1.0,none,160.48837,0.89805835,33.95856576312242,0.45420823,0.96213764
121,121,pig4_0105878-0106878,101.0,98.0,0.011099999999999999,0.00012320999999999998,1.0,none,160.48837,0.81148934,35.53281894754033,0.45420823,0.96213764
