,sequence_id,case_id,prediction,target,ae,se,acc,pert_name,maha_score,estimation_score,maha_img_score,supervised_score,glow_score
0,0,pig4_0105878-0106878,117.0,112.0,0.018500000000000016,0.0003422500000000006,1.0,none,170.62576,0.80739915,32.30781570330992,0.13021713,0.94297725
1,1,pig4_0105878-0106878,117.0,111.0,0.022199999999999998,0.0004928399999999999,1.0,none,170.62576,0.88139725,30.239625307485397,0.13021713,0.94297725
2,2,pig4_0105878-0106878,119.0,110.0,0.033299999999999996,0.0011088899999999997,1.0,none,170.62576,0.73186827,32.008107217705714,0.13021713,0.94297725
3,3,pig4_0105878-0106878,119.0,109.0,0.03700000000000003,0.0013690000000000024,1.0,none,170.62576,0.8330515,32.1650442304916,0.13021713,0.94297725
4,4,pig4_0105878-0106878,112.0,108.0,0.01479999999999998,0.0002190399999999994,1.0,none,170.62576,0.8169962,30.294100793310374,0.13021713,0.94297725
5,5,pig4_0105878-0106878,121.0,108.0,0.04810000000000003,0.002313610000000003,1.0,none,170.62576,0.8342675,30.548206640774197,0.13021713,0.94297725
6,6,pig4_0105878-0106878,110.0,107.0,0.011099999999999999,0.00012320999999999998,1.0,none,170.62576,0.7931874,30.70816097741024,0.13021713,0.94297725
7,7,pig4_0105878-0106878,108.0,106.0,0.007400000000000018,5.476000000000026e-05,1.0,none,170.62576,0.88060105,31.929015684705682,0.13021713,0.94297725
8,8,pig4_0105878-0106878,112.0,105.0,0.02589999999999998,0.0006708099999999989,1.0,none,170.62576,0.7871142,31.596013780344133,0.13021713,0.94297725
9,9,pig4_0105878-0106878,116.0,105.0,0.040700000000000014,0.0016564900000000011,1.0,none,170.62576,0.79286075,30.8060502720402,0.13021713,0.94297725
10,10,pig4_0105878-0106878,113.0,104.0,0.033299999999999996,0.0011088899999999997,1.0,stripe,1603.8589,0.87774694,32.20063968700948,0.94874126,82.518715
11,11,pig4_0105878-0106878,111.0,104.0,0.02589999999999998,0.0006708099999999989,1.0,stripe,1603.8589,0.8437313,32.5889752361477,0.94874126,82.518715
12,12,pig4_0105878-0106878,,103.0,2.109,4.447881,0.0,stripe,1603.8589,0.009981704,138.83093924938117,0.94874126,82.518715
13,13,pig4_0105878-0106878,101.0,103.0,0.007399999999999962,5.475999999999944e-05,1.0,stripe,1603.8589,0.67864037,32.293825825389135,0.94874126,82.518715
14,14,pig4_0105878-0106878,104.0,103.0,0.0037000000000000366,1.369000000000027e-05,1.0,stripe,1603.8589,0.7467242,31.354243267845995,0.94874126,82.518715
15,15,pig4_0105878-0106878,114.0,103.0,0.040700000000000014,0.0016564900000000011,1.0,stripe,1603.8589,0.84759384,31.997301871676527,0.94874126,82.518715
16,16,pig4_0105878-0106878,,102.0,2.1127,4.463501289999999,0.0,stripe,1603.8589,0.008526048,120.91483797986575,0.94874126,82.518715
17,17,pig4_0105878-0106878,110.0,102.0,0.029600000000000015,0.0008761600000000009,1.0,stripe,1603.8589,0.73610854,31.812598754745764,0.94874126,82.518715
18,18,pig4_0105878-0106878,102.0,102.0,0.0,0.0,1.0,stripe,1603.8589,0.82784307,33.12036608583932,0.94874126,82.518715
19,19,pig4_0105878-0106878,105.0,102.0,0.011099999999999999,0.00012320999999999998,1.0,stripe,1603.8589,0.8359595,32.097860797763815,0.94874126,82.518715
20,20,pig4_0105878-0106878,99.0,101.0,0.007400000000000018,5.476000000000026e-05,1.0,intsh,325.35864,0.8855977,42.599991812227486,0.99940705,1.0182692
21,21,pig4_0105878-0106878,115.0,101.0,0.05180000000000001,0.0026832400000000012,1.0,intsh,325.35864,0.6342701,42.81196642122695,0.99940705,1.0182692
22,22,pig4_0105878-0106878,115.0,101.0,0.05180000000000001,0.0026832400000000012,1.0,intsh,325.35864,0.7704233,43.03950259524721,0.99940705,1.0182692
23,23,pig4_0105878-0106878,105.0,101.0,0.01479999999999998,0.0002190399999999994,1.0,intsh,325.35864,0.61121196,41.826724364509175,0.99940705,1.0182692
